id_entrevista,regiao,uf,sexo,idade,cor_raca,religiao,escolaridade,confianca_governo,confianca_judiciario,economia_12meses,voto_2t
1712,Centro-Oeste,Goiás,Masculino,35 a 44 anos,Branca,Católica,Médio,2,3,Pouco melhor,1
1713,Nordeste,Maranhão,Masculino,45 a 59 anos,Branca,Católica,Fundamental,1,2,Muito melhor,1
1714,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Parda,Evangélica,Médio,3,1,Pouco melhor,1
1715,Centro-Oeste,Mato Grosso,Masculino,45 a 59 anos,Parda,Católica,Médio,4,3,Igual,6
1716,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Umbanda,Médio,4,4,Igual,1
1717,Nordeste,Ceará,Masculino,25 a 34 anos,Preta,Católica,Médio,2,2,Pouco melhor,1
1718,Sul,Paraná,Feminino,45 a 59 anos,Parda,Não Tem Religião,Médio,1,3,Pouco melhor,1
1719,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Evangélica,Médio,1,1,Muito pior,2
1720,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Branca,Católica,Superior,1,4,Pouco melhor,1
1721,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Católica,Médio,4,3,Muito pior,Não votou
1722,Sul,Santa Catarina,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,2,Muito pior,2
1723,Nordeste,Maranhão,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,2,3,Igual,1
1724,Nordeste,Ceará,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,3,Muito melhor,2
1725,Sul,Rio Grande Do Sul,Masculino,25 a 34 anos,Branca,Evangélica,Médio,2,3,Pouco melhor,1
1726,Nordeste,Maranhão,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,3,3,Pouco melhor,1
1727,Sudeste,São Paulo,Feminino,45 a 59 anos,Preta,Evangélica,Médio,4,3,Muito pior,2
1728,Sul,Paraná,Masculino,35 a 44 anos,Outras,Católica,Fundamental,1,1,Muito melhor,Não votou
1729,Sudeste,Espírito Santo,Feminino,35 a 44 anos,Parda,Católica,Superior,1,3,Pouco pior,Não votou
1730,Sul,Santa Catarina,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,4,2,Muito pior,1
1731,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Branca,Católica,Médio,4,4,Muito pior,2
1732,Sudeste,Rio De Janeiro,Feminino,35 a 44 anos,Parda,Católica,Médio,1,1,Muito pior,2
1733,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Evangélica,Médio,3,3,Pouco pior,Não votou
1734,Norte,Amazonas,Masculino,45 a 59 anos,Parda,Católica,Médio,1,1,Igual,2
1735,Norte,Pará,Feminino,18 a 24 anos,Parda,Católica,Médio,3,3,Muito pior,2
1736,Sudeste,Rio De Janeiro,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,1,2,Muito pior,2
1737,Sul,Paraná,Feminino,45 a 59 anos,Preta,Católica,Fundamental,2,3,Igual,2
1738,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Parda,Católica,Superior,3,2,Muito pior,2
1739,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,"Espírita Kardecista, Espiritualista",Médio,3,2,Muito melhor,2
1740,Sudeste,São Paulo,Feminino,60 anos ou mais,Preta,Candomblé,Fundamental,4,4,Não sabe,Não votou
1741,Sul,Paraná,Feminino,25 a 34 anos,Branca,Evangélica,Superior,2,2,Pouco pior,2
1742,Nordeste,Piauí,Feminino,35 a 44 anos,Parda,Não Tem Religião,Fundamental,Não sabe,3,Pouco pior,2
1743,Nordeste,Alagoas,Feminino,25 a 34 anos,Parda,Católica,Superior,1,1,Muito pior,2
1744,Centro-Oeste,Distrito Federal,Masculino,25 a 34 anos,Branca,Judaica,Superior,3,3,Muito melhor,1
1745,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Parda,Católica,Médio,1,1,Pouco melhor,Não votou
1746,Nordeste,Bahia,Feminino,25 a 34 anos,Parda,Católica,Médio,4,3,Igual,2
1747,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Evangélica,Superior,2,2,Igual,2
1748,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Fundamental,2,Não sabe,Igual,2
1749,Sul,Paraná,Feminino,45 a 59 anos,Branca,Católica,Superior,3,3,Pouco pior,2
1750,Nordeste,Ceará,Masculino,18 a 24 anos,Preta,Evangélica,Superior,1,4,Muito melhor,1
1751,Sudeste,Espírito Santo,Feminino,45 a 59 anos,Branca,"Espírita Kardecista, Espiritualista",Médio,2,4,Pouco melhor,1
1752,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Evangélica,Médio,3,2,Pouco pior,2
1753,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Católica,Fundamental,1,3,Pouco melhor,1
1754,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Médio,3,2,Muito pior,2
1755,Norte,Pará,Masculino,45 a 59 anos,Branca,Católica,Fundamental,4,1,Igual,1
1756,Nordeste,Maranhão,Feminino,25 a 34 anos,Parda,Evangélica,Médio,3,3,Muito pior,3
1757,Norte,Amazonas,Feminino,45 a 59 anos,Outras,Evangélica,Fundamental,Não sabe,Não sabe,Pouco melhor,2
1758,Nordeste,Pernambuco,Feminino,25 a 34 anos,Preta,Judaica,Médio,1,3,Pouco melhor,1
1759,Nordeste,Pernambuco,Masculino,45 a 59 anos,Branca,Não Tem Religião,Fundamental,4,4,Muito pior,2
1760,Nordeste,Alagoas,Feminino,18 a 24 anos,Parda,Evangélica,Médio,2,3,Muito pior,Não votou
1761,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Médio,4,1,Muito pior,2
1762,Nordeste,Ceará,Feminino,18 a 24 anos,Parda,Católica,Fundamental,1,2,Pouco melhor,2
1763,Nordeste,Maranhão,Masculino,25 a 34 anos,Branca,Evangélica,Médio,1,1,Pouco pior,2
1764,Sul,Paraná,Feminino,25 a 34 anos,Outras,Não Tem Religião,Superior,2,2,Muito pior,2
1765,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Branca,Evangélica,Fundamental,2,2,Pouco pior,1
1766,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Candomblé,Superior,3,1,Muito pior,2
1767,Norte,Amazonas,Feminino,35 a 44 anos,Parda,Evangélica,Médio,2,3,Igual,2
1768,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,4,4,Muito pior,3
1769,Norte,Amazonas,Feminino,18 a 24 anos,Parda,Evangélica,Superior,1,3,Pouco melhor,1
1770,Nordeste,Piauí,Feminino,35 a 44 anos,Parda,Católica,Médio,2,1,Igual,2
1771,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Evangélica,Superior,3,3,Igual,1
1772,Sudeste,São Paulo,Masculino,60 anos ou mais,Parda,Católica,Fundamental,4,3,Muito pior,2
1773,Nordeste,Paraíba,Feminino,16 e 17 anos,Branca,Não Tem Religião,Médio,3,3,Muito pior,2
1774,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Católica,Fundamental,1,3,Muito melhor,Não votou
1775,Norte,Pará,Masculino,45 a 59 anos,Preta,Evangélica,Fundamental,3,1,Pouco melhor,2
1776,Nordeste,Alagoas,Masculino,35 a 44 anos,Preta,Católica,Fundamental,3,3,Muito pior,2
1777,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Evangélica,Médio,3,3,Pouco pior,2
1778,Nordeste,Rio Grande Do Norte,Feminino,18 a 24 anos,Outras,Católica,Médio,3,3,Muito pior,2
1779,Sudeste,São Paulo,Feminino,18 a 24 anos,Preta,Evangélica,Médio,1,1,Muito pior,2
1780,Sul,Santa Catarina,Masculino,35 a 44 anos,Preta,Evangélica,Fundamental,3,3,Pouco pior,2
1781,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Superior,1,3,Muito melhor,1
1782,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Católica,Médio,2,3,Pouco melhor,1
1783,Sul,Santa Catarina,Feminino,45 a 59 anos,Outras,Católica,Fundamental,3,1,Muito pior,2
1784,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Católica,Médio,1,1,Igual,2
1785,Nordeste,Ceará,Masculino,60 anos ou mais,Outras,Não Tem Religião,Fundamental,1,3,Muito pior,Não votou
1786,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Parda,Evangélica,Médio,1,3,Pouco melhor,2
1787,Nordeste,Rio Grande Do Norte,Feminino,60 anos ou mais,Parda,Católica,Fundamental,4,2,Muito pior,2
1788,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Católica,Médio,1,2,Muito pior,2
1789,Nordeste,Sergipe,Masculino,25 a 34 anos,Branca,Católica,Médio,4,3,Pouco melhor,1
1790,Nordeste,Ceará,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,2
1791,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Branca,Católica,Superior,3,4,Igual,4
1792,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Branca,Católica,Fundamental,3,3,Muito pior,2
1793,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Médio,2,2,Muito melhor,1
1794,Centro-Oeste,Distrito Federal,Masculino,45 a 59 anos,Parda,Católica,Fundamental,1,4,Muito pior,2
1795,Nordeste,Sergipe,Masculino,45 a 59 anos,Parda,Católica,Médio,1,1,Muito pior,6
1796,Nordeste,Bahia,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Igual,2
1797,Nordeste,Pernambuco,Feminino,60 anos ou mais,Preta,Católica,Médio,4,3,Igual,2
1798,Norte,Amapá,Feminino,18 a 24 anos,Parda,Católica,Médio,3,2,Igual,1
1799,Nordeste,Maranhão,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Igual,Não votou
1800,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Preta,Evangélica,Médio,2,4,Pouco melhor,Não votou
